id,image_id,prediction_list
43,009475.jpg,"[['car', 0.6663148999214172, 9, 70, 486, 332], ['person', 0.173845112323761, 169, 86, 238, 146]]"
44,006795.jpg,"[['chair', 0.7524251341819763, 308, 192, 443, 322]]"
45,005503.jpg,"[['bicycle', 0.475735604763031, 39, 54, 491, 343]]"
46,008715.jpg,"[['car', 0.43170076608657837, 76, 129, 310, 243]]"
47,007231.jpg,"[['dog', 0.44617947936058044, 87, 71, 420, 263]]"
48,004829.jpg,"[['bird', 0.32177412509918213, 28, 12, 266, 483]]"
49,003490.jpg,"[['person', 0.41175732016563416, 173, 30, 309, 188], ['cat', 0.19245882332324982, 59, 101, 264, 334], ['dog', 0.10445594042539597, 235, 228, 362, 335]]"
50,003718.jpg,"[['car', 0.5968390107154846, 11, 4, 479, 320]]"
51,005798.jpg,"[['motorbike', 0.6758102178573608, 218, 34, 388, 173], ['motorbike', 0.6414825320243835, 36, 59, 138, 151], ['motorbike', 0.39044809341430664, 343, 32, 477, 179], ['person', 0.3713235557079315, 43, 7, 126, 120], ['person', 0.3397570550441742, 375, 4, 467, 150], ['person', 0.2413123995065689, 169, -3, 243, 130], ['person', 0.2279984951019287, 258, 11, 355, 143], ['motorbike', 0.18577034771442413, 142, 18, 258, 162]]"
52,002007.jpg,"[['aeroplane', 0.7105720043182373, 169, 111, 300, 228]]"
53,002663.jpg,"[['dog', 0.23005978763103485, 32, 22, 353, 328]]"
54,004049.jpg,"[['person', 0.557317316532135, -1, 4, 371, 486], ['person', 0.3479577302932739, 287, 8, 468, 486], ['person', 0.19186317920684814, 6, -11, 96, 201]]"
55,009559.jpg,"[['person', 0.583347499370575, 226, 97, 312, 242], ['person', 0.5627472400665283, 300, 97, 383, 245], ['bicycle', 0.5019180774688721, 323, 148, 440, 262], ['bicycle', 0.4402020275592804, 173, 149, 302, 253], ['bicycle', 0.2647010385990143, 278, 145, 402, 252]]"
56,007332.jpg,"[['person', 0.708588182926178, 172, 143, 231, 361], ['pottedplant', 0.4998154938220978, 69, 127, 160, 189], ['person', 0.45595401525497437, 19, 214, 210, 390], ['tvmonitor', 0.44751298427581787, -4, 130, 49, 197], ['person', 0.42908552289009094, 263, 173, 355, 266], ['person', 0.268125981092453, 244, 143, 382, 270], ['person', 0.19747714698314667, 252, -10, 507, 256], ['person', 0.1789896935224533, 245, 50, 422, 306], ['person', 0.11008010804653168, 129, 173, 267, 379]]"
57,009003.jpg,"[['person', 0.5120266079902649, 7, 61, 321, 481]]"
58,007698.jpg,"[['aeroplane', 0.5976766347885132, 169, 137, 321, 215]]"
59,006051.jpg,"[['aeroplane', 0.9140043258666992, 254, 190, 295, 214], ['aeroplane', 0.8852183222770691, 311, 221, 354, 242], ['aeroplane', 0.6725192070007324, 170, 163, 196, 178], ['aeroplane', 0.5150262117385864, 380, 226, 438, 260], ['aeroplane', 0.3131985068321228, 339, 219, 416, 244], ['aeroplane', 0.2985358238220215, 436, 254, 478, 286], ['aeroplane', 0.25060907006263733, 445, 259, 495, 287], ['aeroplane', 0.20970915257930756, 410, 235, 480, 272], ['aeroplane', 0.19344812631607056, 303, 190, 374, 228], ['aeroplane', 0.18547600507736206, 157, 157, 193, 187], ['aeroplane', 0.16297653317451477, 284, 210, 343, 241], ['aeroplane', 0.15094058215618134, 306, 221, 364, 260], ['aeroplane', 0.12930446863174438, 263, 192, 327, 220], ['aeroplane', 0.12745800614356995, 342, 220, 426, 265]]"
60,006999.jpg,"[['cat', 0.3718731999397278, 15, 22, 440, 374]]"
61,001449.jpg,"[['train', 0.39663296937942505, 6, 99, 175, 221], ['train', 0.20838864147663116, 145, 96, 323, 222], ['train', 0.13816256821155548, 287, 83, 458, 208]]"
62,009090.jpg,"[['pottedplant', 0.41626933217048645, 173, 182, 232, 235], ['cat', 0.3091017007827759, 231, 61, 350, 186], ['car', 0.1163923442363739, 461, 188, 503, 224]]"
63,003309.jpg,"[['bottle', 0.5986732840538025, 402, 245, 435, 355], ['person', 0.3085012435913086, 200, 153, 467, 349], ['person', 0.29517263174057007, 1, 136, 392, 371], ['person', 0.1919599026441574, 7, 136, 184, 363], ['tvmonitor', 0.14061714708805084, 293, 99, 361, 160]]"
64,008210.jpg,"[['diningtable', 0.4415397644042969, -11, 232, 326, 383], ['chair', 0.34657159447669983, 212, 230, 339, 380], ['chair', 0.1500137746334076, 256, 236, 332, 344]]"
65,005200.jpg,"[['cat', 0.38624677062034607, 107, 25, 426, 147], ['cat', 0.11222749948501587, 79, 32, 247, 139]]"
66,009069.jpg,"[['person', 0.5806073546409607, 1, 6, 60, 138], ['motorbike', 0.47451266646385193, 3, 18, 493, 371], ['person', 0.14243397116661072, 185, -24, 265, 56], ['person', 0.1385280042886734, 224, -22, 322, 57], ['person', 0.12033329159021378, 64, -8, 110, 36], ['person', 0.11917445808649063, 172, -17, 228, 53], ['person', 0.11892785131931305, 261, -12, 331, 48], ['person', 0.11524058133363724, 297, -2, 456, 137]]"
67,007917.jpg,"[['person', 0.6070767641067505, 16, 107, 224, 387], ['person', 0.4731435179710388, 258, 72, 504, 393], ['person', 0.4526956379413605, 180, 73, 358, 387], ['pottedplant', 0.37744638323783875, 79, -2, 148, 63]]"
68,001458.jpg,"[['sofa', 0.26182591915130615, 108, 110, 405, 299]]"
69,001039.jpg,"[['tvmonitor', 0.48095598816871643, 167, 146, 231, 211], ['tvmonitor', 0.4318634867668152, 296, 128, 372, 232], ['tvmonitor', 0.3746572732925415, 203, 148, 283, 210], ['chair', 0.3210454285144806, 153, 228, 320, 376], ['tvmonitor', 0.17013892531394958, 162, 66, 220, 134], ['tvmonitor', 0.1418323814868927, 375, 151, 431, 243]]"
70,009892.jpg,"[['person', 0.23971101641654968, 46, 3, 489, 327]]"
71,004547.jpg,"[['person', 0.7893627882003784, 279, 88, 378, 356], ['bicycle', 0.48642781376838684, 259, 208, 371, 366]]"
72,005291.jpg,"[['person', 0.7972245812416077, 435, 54, 466, 118], ['person', 0.5253620743751526, 382, 58, 423, 113], ['person', 0.4630812108516693, 35, 12, 449, 369], ['person', 0.4052508771419525, 458, 51, 491, 122]]"
73,006875.jpg,"[['horse', 0.5679356455802917, 135, 105, 254, 457], ['person', 0.4993548095226288, 129, 71, 263, 293]]"
74,005280.jpg,"[['train', 0.8191993236541748, 176, 113, 426, 206]]"
75,002447.jpg,"[['dog', 0.2245720624923706, 75, 69, 461, 276]]"
76,001031.jpg,"[['person', 0.3828655183315277, 75, 36, 240, 347], ['motorbike', 0.331525981426239, 61, 151, 310, 439], ['motorbike', 0.11925753206014633, 59, 153, 225, 372]]"
77,001757.jpg,"[['person', 0.6938291192054749, 98, 104, 184, 268], ['person', 0.6188710927963257, 129, 174, 319, 440], ['person', 0.38099220395088196, 132, 155, 226, 311], ['tvmonitor', 0.2885880768299103, 288, 0, 369, 120], ['diningtable', 0.24641232192516327, -37, 199, 290, 495], ['person', 0.21029497683048248, 10, 89, 78, 214], ['person', 0.1951049119234085, 243, 282, 369, 525], ['person', 0.18927980959415436, 150, 127, 249, 275], ['person', 0.1476835161447525, 142, 147, 302, 316]]"
78,001552.jpg,"[['car', 0.36999526619911194, 15, 27, 475, 370]]"
79,009381.jpg,"[['car', 0.599774181842804, 34, -8, 490, 348], ['car', 0.4077383577823639, 7, -7, 237, 88]]"
80,002296.jpg,"[['person', 0.7150801420211792, 422, 165, 456, 253]]"
81,005525.jpg,"[['pottedplant', 0.3884755074977875, 165, 19, 444, 323], ['pottedplant', 0.12421923875808716, 279, 46, 473, 294], ['pottedplant', 0.11122195422649384, 404, 25, 494, 220]]"
82,002154.jpg,"[['car', 0.7557138204574585, 319, 100, 450, 175], ['person', 0.7361760139465332, 54, 69, 71, 94], ['car', 0.5522512197494507, 11, 95, 376, 292], ['car', 0.3708440959453583, 453, 98, 487, 127], ['person', 0.2590406537055969, 61, 65, 86, 90], ['car', 0.24883776903152466, 434, 98, 482, 130], ['person', 0.21013189852237701, 142, 70, 161, 94], ['car', 0.10240136831998825, 13, 98, 164, 164]]"
83,008946.jpg,"[['person', 0.6587836742401123, 242, 138, 368, 315], ['tvmonitor', 0.1449912041425705, 34, 182, 131, 283]]"
84,001003.jpg,"[['car', 0.7628798484802246, 94, 101, 371, 250]]"
85,003523.jpg,"[['car', 0.7012434601783752, 182, 137, 341, 258]]"
86,003158.jpg,"[['tvmonitor', 0.873914897441864, 159, 138, 219, 187]]"
87,008077.jpg,"[['person', 0.5012032985687256, -5, 124, 115, 276], ['person', 0.4004479646682739, 12, 103, 458, 360], ['person', 0.37198156118392944, 390, 91, 510, 365], ['person', 0.17504318058490753, 236, 149, 431, 354], ['person', 0.12459331005811691, -20, 134, 128, 367]]"
88,007426.jpg,"[['bird', 0.5760634541511536, 120, 70, 487, 328]]"
89,009043.jpg,"[['person', 0.36018553376197815, 124, 120, 341, 284], ['person', 0.2644999921321869, 148, 122, 261, 230], ['person', 0.11474284529685974, 172, 124, 423, 319]]"
90,001589.jpg,"[['horse', 0.3023297190666199, 6, 2, 257, 318], ['horse', 0.30174192786216736, 340, 106, 465, 317]]"
91,009795.jpg,"[['tvmonitor', 0.656089186668396, 111, 156, 182, 231], ['person', 0.4472174346446991, 303, 174, 329, 287], ['pottedplant', 0.31199952960014343, 354, 151, 422, 301], ['tvmonitor', 0.10926329344511032, 222, 157, 262, 248]]"
92,009522.jpg,"[['bicycle', 0.4005313515663147, 327, 57, 389, 108], ['cat', 0.19668292999267578, 17, 46, 400, 276], ['cat', 0.18216565251350403, 41, 31, 145, 139]]"
93,002922.jpg,"[['bird', 0.5723913908004761, 273, 371, 318, 444]]"
94,001202.jpg,"[['dog', 0.5027618408203125, 237, 37, 386, 246], ['dog', 0.3633383810520172, 40, 142, 272, 266]]"
95,004216.jpg,"[['car', 0.5394620895385742, 307, 193, 389, 249]]"
96,008555.jpg,"[['bottle', 0.3593830168247223, 277, 394, 296, 445], ['bottle', 0.3199280798435211, 274, 387, 290, 442]]"
97,005184.jpg,"[['person', 0.5431373119354248, 203, 170, 343, 386], ['pottedplant', 0.49571743607521057, 364, 172, 400, 270], ['person', 0.4846482574939728, 296, 122, 363, 280], ['person', 0.450213760137558, 474, 158, 503, 291], ['person', 0.312125563621521, 241, 174, 317, 281], ['chair', 0.16897279024124146, 154, 223, 308, 390], ['person', 0.16317220032215118, 277, 148, 342, 256], ['person', 0.15337513387203217, 290, 130, 343, 216], ['pottedplant', 0.15317374467849731, 280, 98, 338, 152], ['chair', 0.15094725787639618, 293, 219, 393, 337], ['person', 0.121984101831913, 177, 171, 280, 350]]"
98,006280.jpg,"[['cat', 0.5128233432769775, 296, 77, 441, 243]]"
99,009563.jpg,"[['person', 0.7691084742546082, 216, 140, 286, 390], ['motorbike', 0.41594693064689636, 0, 175, 265, 494], ['person', 0.21736100316047668, 190, 137, 222, 200], ['person', 0.20077374577522278, 223, 126, 279, 258], ['person', 0.15098655223846436, 177, 136, 235, 240], ['person', 0.1436801254749298, 237, 148, 295, 338], ['person', 0.10789017379283905, 140, 140, 261, 400], ['person', 0.10594862699508667, 207, 121, 293, 213]]"
100,004804.jpg,"[['horse', 0.21282297372817993, 13, 76, 238, 300], ['person', 0.14143528044223785, 128, 58, 241, 135], ['horse', 0.1404813528060913, 23, 107, 110, 270], ['person', 0.13285377621650696, 149, 45, 218, 106]]"
101,001506.jpg,"[['person', 0.7633426785469055, 55, 124, 121, 326], ['person', 0.4745883345603943, 367, 91, 466, 328], ['person', 0.45302531123161316, 184, 81, 283, 360], ['bicycle', 0.19835783541202545, 287, 154, 387, 309], ['bicycle', 0.14963282644748688, 251, 134, 362, 323]]"
102,007061.jpg,"[['car', 0.3826138377189636, 4, 50, 492, 350], ['car', 0.21665093302726746, 30, 235, 150, 330]]"
103,009081.jpg,"[['car', 0.40555885434150696, 50, 42, 477, 325]]"
104,000176.jpg,"[['sheep', 0.4568755328655243, 46, 144, 159, 298], ['sheep', 0.4003651440143585, -4, 150, 129, 296], ['dog', 0.39242568612098694, 174, 145, 303, 302], ['sheep', 0.12329967319965363, -11, 202, 70, 290]]"
105,001897.jpg,"[['car', 0.4253212511539459, -1, 135, 25, 175], ['bus', 0.36709123849868774, 16, 73, 493, 234]]"
106,002231.jpg,"[['person', 0.17782092094421387, 17, 7, 387, 361]]"
107,006785.jpg,"[['car', 0.5204071998596191, 8, 42, 485, 321]]"
108,003533.jpg,"[['person', 0.1099773719906807, 463, 39, 499, 124]]"
109,008145.jpg,"[['boat', 0.1613144427537918, 246, 150, 299, 212]]"
110,008156.jpg,"[['chair', 0.3523668646812439, 8, 11, 59, 109], ['pottedplant', 0.32443055510520935, 63, 153, 196, 338], ['pottedplant', 0.19185620546340942, 235, 118, 268, 202]]"
111,000584.jpg,"[['sofa', 0.5262582302093506, 334, 203, 501, 363], ['bicycle', 0.45588865876197815, 107, 66, 431, 335], ['bottle', 0.12366029620170593, 71, 110, 93, 150], ['bottle', 0.11884892731904984, 49, 98, 75, 158]]"
112,001122.jpg,"[['bird', 0.2086867243051529, 74, 13, 379, 482]]"
113,009889.jpg,"[['dog', 0.6425327062606812, 142, 157, 349, 262]]"
114,002961.jpg,"[['car', 0.4842481017112732, 9, 4, 477, 315]]"
115,004712.jpg,"[['person', 0.3106343150138855, 163, 99, 379, 391], ['pottedplant', 0.2534339725971222, 406, -3, 505, 245], ['pottedplant', 0.1891147941350937, 441, 134, 503, 271], ['bottle', 0.15112358331680298, 9, 135, 35, 210]]"
116,003584.jpg,"[['person', 0.7488983273506165, 112, 11, 188, 130], ['horse', 0.5627939105033875, 85, 44, 219, 204]]"
117,005142.jpg,"[['car', 0.4450889825820923, 12, 75, 466, 321]]"
118,003361.jpg,"[['sheep', 0.4832893908023834, 209, 246, 272, 294]]"
119,000188.jpg,"[['person', 0.8093729615211487, 22, 119, 76, 208], ['bus', 0.26658356189727783, 37, 69, 510, 210], ['car', 0.24042317271232605, 46, 140, 136, 204], ['car', 0.12795759737491608, 378, 158, 524, 204]]"
120,005504.jpg,"[['train', 0.33072254061698914, -34, 151, 412, 266], ['train', 0.12803250551223755, 390, 213, 518, 287], ['train', 0.11118753999471664, 200, 207, 475, 289]]"
121,008937.jpg,"[['pottedplant', 0.4170514643192291, 62, 51, 247, 305], ['bird', 0.390846312046051, 226, 56, 294, 301], ['pottedplant', 0.1376134157180786, -9, 198, 59, 349], ['pottedplant', 0.13615970313549042, 322, 22, 505, 287]]"
122,007406.jpg,"[['person', 0.7334646582603455, 138, 289, 183, 377], ['chair', 0.6603790521621704, 206, 309, 232, 363], ['chair', 0.46353667974472046, 393, 279, 440, 354], ['chair', 0.3380213677883148, 187, 311, 223, 365], ['chair', 0.3295132517814636, 469, 277, 500, 349], ['pottedplant', 0.25535842776298523, 71, 301, 112, 369], ['pottedplant', 0.25184252858161926, 92, 289, 149, 379], ['chair', 0.21670962870121002, 413, 281, 466, 343], ['pottedplant', 0.1991429477930069, 41, 303, 81, 370], ['person', 0.1722426414489746, 127, 264, 176, 362], ['pottedplant', 0.15389405190944672, 42, 331, 87, 380]]"
123,003402.jpg,"[['bird', 0.6813085079193115, 252, 184, 345, 238], ['bird', 0.6732292771339417, 124, 168, 199, 253]]"
124,000573.jpg,"[['chair', 0.34590354561805725, 16, 63, 98, 215], ['pottedplant', 0.32279714941978455, 204, 238, 332, 324], ['pottedplant', 0.3034077286720276, 27, 11, 453, 347], ['person', 0.12326796352863312, 362, 10, 405, 90]]"
125,007918.jpg,"[['bicycle', 0.3533853590488434, -14, 261, 70, 378]]"
126,006477.jpg,"[['chair', 0.6569966077804565, 298, 246, 386, 442], ['person', 0.6486026644706726, 149, 207, 261, 457], ['chair', 0.4971347451210022, 5, 270, 71, 401], ['person', 0.40892013907432556, 120, 196, 190, 463]]"
127,000283.jpg,"[['bicycle', 0.7269546389579773, 322, 231, 445, 462], ['bicycle', 0.6450998783111572, 83, 119, 185, 361], ['person', 0.402468740940094, 82, 18, 192, 296], ['person', 0.261994868516922, 325, 120, 465, 423]]"
128,007115.jpg,"[['bicycle', 0.4324190616607666, 7, 37, 319, 510]]"
129,008650.jpg,"[['chair', 0.4357345700263977, 40, 35, 433, 361], ['chair', 0.20537234842777252, 309, 187, 507, 378]]"
130,000423.jpg,"[['person', 0.7703868746757507, 60, 99, 118, 260], ['person', 0.4427471458911896, 312, 81, 498, 336], ['person', 0.18540963530540466, 471, 63, 500, 134], ['person', 0.1436813771724701, 465, 72, 500, 166]]"
131,001794.jpg,"[['horse', 0.6140109896659851, 39, 66, 153, 311], ['person', 0.5358942151069641, 56, 23, 137, 200]]"
132,001271.jpg,"[['person', 0.5470158457756042, -6, 0, 45, 181], ['person', 0.5218560099601746, 328, -15, 404, 126], ['person', 0.38985395431518555, 166, -5, 214, 49], ['person', 0.34261444211006165, 20, 19, 76, 128], ['person', 0.23370984196662903, 399, 78, 440, 126], ['person', 0.16666685044765472, 286, 58, 344, 134], ['person', 0.14727233350276947, 437, 0, 514, 137], ['cow', 0.10774404555559158, 34, 20, 450, 381]]"
133,007707.jpg,"[['person', 0.7313796281814575, 148, 159, 171, 206], ['bird', 0.48322874307632446, 122, 188, 192, 294], ['bird', 0.3988049626350403, 32, 164, 124, 282], ['bird', 0.13843944668769836, 186, 203, 284, 335], ['person', 0.12776710093021393, 137, 155, 179, 200]]"
134,003348.jpg,"[['car', 0.6786057949066162, 170, 221, 430, 353], ['car', 0.6431453824043274, 0, 257, 95, 309], ['car', 0.5655956864356995, 79, 254, 157, 303], ['pottedplant', 0.12220247089862823, 452, 173, 486, 279]]"
135,007357.jpg,"[['boat', 0.5028586387634277, 231, 146, 367, 175], ['boat', 0.5022427439689636, 106, 138, 162, 176], ['boat', 0.40261101722717285, 134, 145, 183, 168], ['boat', 0.34387069940567017, 160, 142, 205, 164]]"
136,008897.jpg,"[['person', 0.7005348205566406, 168, 62, 365, 347], ['chair', 0.29261788725852966, 312, 57, 451, 258]]"
137,007338.jpg,"[['person', 0.3907162547111511, 125, 18, 197, 90], ['person', 0.3291851282119751, 360, 5, 391, 52], ['person', 0.30509623885154724, 138, 13, 250, 94], ['person', 0.2682822346687317, 243, 35, 504, 330], ['person', 0.22373369336128235, 250, -6, 279, 38], ['person', 0.22339008748531342, 344, -8, 397, 48], ['person', 0.19216419756412506, 313, 7, 343, 50], ['person', 0.15898704528808594, 120, 10, 143, 55], ['person', 0.10625710338354111, 99, -4, 139, 41], ['person', 0.10179760307073593, 140, 17, 184, 71]]"
138,003840.jpg,"[['cow', 0.2516162395477295, 88, 19, 373, 466]]"
139,009257.jpg,"[['bottle', 0.5739163756370544, 297, 88, 320, 161], ['bottle', 0.48634564876556396, 109, -30, 219, 220], ['bottle', 0.31646671891212463, 285, 102, 330, 182], ['bottle', 0.16758307814598083, 232, 102, 299, 195]]"
140,004180.jpg,"[['sofa', 0.1476474404335022, 17, 117, 491, 339]]"
141,003893.jpg,"[['car', 0.7011281847953796, 30, 126, 350, 277]]"
142,002629.jpg,"[['aeroplane', 0.0, 0, 0, 0, 0]]"
143,002752.jpg,"[['sofa', 0.4635685980319977, 199, 186, 325, 260], ['car', 0.19591836631298065, 218, 143, 309, 190], ['person', 0.15972568094730377, 298, 277, 365, 350], ['car', 0.11121689528226852, 296, 145, 357, 198]]"
144,007532.jpg,"[['person', 0.6201865673065186, 235, 26, 280, 115], ['person', 0.4314793646335602, -6, 10, 264, 371], ['person', 0.3466731309890747, 460, 59, 503, 180], ['person', 0.33957475423812866, 261, 52, 404, 343], ['person', 0.3286406397819519, 256, 26, 503, 368], ['person', 0.32525402307510376, 226, 35, 298, 152], ['bottle', 0.22978422045707703, 268, 109, 360, 283], ['person', 0.1436786949634552, 204, 50, 273, 140]]"
